ALL_Acidovorax_carolinensis_strain_NA2_NZ_CP021359,Acidovorax_carolinensis_strain_NA2_NZ_CP021359,Acidovorax_carolinensis_strain_NA2_plasmid_pACNA2_1_NZ_CP021360,ALL_Acidovorax_carolinensis_strain_P3_NZ_CP021362,Acidovorax_carolinensis_strain_P3_NZ_CP021362,Acidovorax_carolinensis_strain_P3_plasmid_pACP3_3_NZ_CP021365,Acidovorax_carolinensis_strain_P3_plasmid_pACP3_1_NZ_CP021363,Acidovorax_carolinensis_strain_P3_plasmid_pACP3_2_NZ_CP021364,ALL_Acidovorax_carolinensis_strain_P4_NZ_CP021366,Acidovorax_carolinensis_strain_P4_plasmid_pACP4_1_NZ_CP021367,Acidovorax_carolinensis_strain_P4_NZ_CP021366,Acidovorax_carolinensis_strain_P4_plasmid_pACP4_3_NZ_CP021369,Acidovorax_carolinensis_strain_P4_plasmid_pACP4_2_NZ_CP021368,Acidovorax_carolinensis_strain_P4_plasmid_pACP4_4_NZ_CP021370,ALL_Acidovorax_citrulli_strain_M6_NZ_CP029373,Acidovorax_citrulli_strain_M6_NZ_CP029373,Acidovorax_citrulli_strain_M6_plasmid_pACM6_NZ_CP029374,ALL_Acidovorax_sp_JS42_NC_008782,Acidovorax_sp_JS42_plasmid_pAOVO01_NC_008765,Acidovorax_sp_JS42_plasmid_pAOVO02_NC_008766,Acidovorax_sp_JS42_NC_008782,ALL_Acidovorax_sp_T1_NZ_CP021648,Acidovorax_sp_T1_NZ_CP021648,Acidovorax_sp_T1_plasmid_p3_T1_NZ_CP021651,Acidovorax_sp_T1_plasmid_p2_T1_NZ_CP021650,Acidovorax_sp_T1_plasmid_p1_T1_NZ_CP021649,Acidovorax_avenae_subsp_avenae_ATCC_19860_NC_015138,Acidovorax_avenae_subsp_avenae_NZ_CP028302,Acidovorax_avenae_subsp_avenae_strain_AA78_5_NZ_CP028287,Acidovorax_avenae_subsp_avenae_strain_AA81_1_NZ_CP028288,Acidovorax_avenae_subsp_avenae_strain_AA99_2_NZ_CP028289,Acidovorax_avenae_subsp_avenae_strain_COLB1_CP028291,Acidovorax_avenae_subsp_avenae_strain_INDB2_CP028292,Acidovorax_avenae_subsp_avenae_strain_INV_CP028293,Acidovorax_avenae_subsp_avenae_strain_KL3_NZ_CP028294,Acidovorax_avenae_subsp_avenae_strain_MD5_NZ_CP028295,Acidovorax_avenae_subsp_avenae_strain_MDB1_CP028296,Acidovorax_avenae_subsp_avenae_strain_MOR_CP028297,Acidovorax_avenae_subsp_avenae_strain_NCT3_CP028298,Acidovorax_avenae_subsp_avenae_strain_QH1_CP028299,Acidovorax_avenae_subsp_avenae_strain_QHB1_CP028300,Acidovorax_avenae_subsp_avenae_strain_SH7_NZ_CP028303,Acidovorax_avenae_subsp_avenae_strain_Sa2_CP028301,Acidovorax_carolinensis_strain_NA3_chromosome_1_NZ_CP021361,Acidovorax_cattleyae_strain_CAT98_1_NZ_CP028290,Acidovorax_citrulli_AAC00_1_NC_008752,Acidovorax_citrulli_strain_KACC17005_NZ_CP023687,Acidovorax_ebreus_TPSY_NC_011992,Acidovorax_sp_1608163_NZ_CP033069,Acidovorax_sp_HDW3_NZ_CP049885,Acidovorax_sp_KKS102_NC_018708,Acidovorax_sp_RAC01_NZ_CP016447
"CBP33_RS00030, ,psos,YkgJ family cysteine cluster protein","CBP33_RS00030, ,psos,YkgJ family cysteine cluster protein"," - , -","CBP35_RS18910, ,psos,YkgJ family cysteine cluster protein","CBP35_RS18910, ,psos,YkgJ family cysteine cluster protein"," - , -"," - , -"," - , -","CBP36_RS00045, ,psos,YkgJ family cysteine cluster protein"," - , -","CBP36_RS00045, ,psos,YkgJ family cysteine cluster protein"," - , -"," - , -"," - , -","APS58_RS09180, ,psos,YkgJ family cysteine cluster protein","APS58_RS09180, ,psos,YkgJ family cysteine cluster protein"," - , -","AJS_RS20640, ,psos,YkgJ family cysteine cluster protein"," - , -"," - , -","AJS_RS20640, ,psos,YkgJ family cysteine cluster protein","CCX87_RS00050, ,psos,YkgJ family cysteine cluster protein","CCX87_RS00050, ,psos,YkgJ family cysteine cluster protein"," - , -"," - , -"," - , -","ACAV_RS00100, ,psos,YkgJ family cysteine cluster protein","C8244_RS00095, ,psos,YkgJ family cysteine cluster protein","C8241_RS00075, ,psos,YkgJ family cysteine cluster protein","C8245_RS06030, ,psos,YkgJ family cysteine cluster protein","C8247_RS00080, ,psos,YkgJ family cysteine cluster protein","C8234_00085, ,psos,YkgJ family cysteine cluster protein","C8237_00095, ,psos,YkgJ family cysteine cluster protein","C8239_00030, ,psos,YkgJ family cysteine cluster protein","C8238_RS00080, ,psos,YkgJ family cysteine cluster protein","C8246_RS15500, ,psos,YkgJ family cysteine cluster protein"," - , -","C8236_00080, ,psos,YkgJ family cysteine cluster protein","C8243_00045, ,psos,YkgJ family cysteine cluster protein","C8248_00075, ,psos,YkgJ family cysteine cluster protein","C8242_00040, ,psos,YkgJ family cysteine cluster protein","C7Y68_RS00075, ,psos,YkgJ family cysteine cluster protein","C8235_00080, ,psos,YkgJ family cysteine cluster protein","CBP34_RS00035, ,psos,YkgJ family cysteine cluster protein","C8240_RS00040, ,psos,YkgJ family cysteine cluster protein","AAVE_RS00040, ,psos,YkgJ family cysteine cluster protein","CQB05_RS20820, ,psos,YkgJ family cysteine cluster protein","DTPSY_RS00030, ,psos,YkgJ family cysteine cluster protein","EAG14_RS22085, ,psos,YkgJ family cysteine cluster protein","G7045_RS14475, ,psos,YkgJ family cysteine cluster protein","C380_RS00020, ,psos,YkgJ family cysteine cluster protein"," - , -"
"CBP33_RS00165, ,psos,heavy-metal-associated domain-containing protein","CBP33_RS00165, ,psos,heavy-metal-associated domain-containing protein"," - , -","CBP35_RS18760, ,psos,heavy-metal-associated domain-containing protein","CBP35_RS18760, ,psos,heavy-metal-associated domain-containing protein"," - , -"," - , -"," - , -","CBP36_RS00195, ,psos,heavy-metal-associated domain-containing protein"," - , -","CBP36_RS00195, ,psos,heavy-metal-associated domain-containing protein"," - , -"," - , -"," - , -","APS58_RS09305, ,psos,heavy-metal-associated domain-containing protein","APS58_RS09305, ,psos,heavy-metal-associated domain-containing protein"," - , -","AJS_RS00100, ,psos,heavy-metal-associated domain-containing protein"," - , -"," - , -","AJS_RS00100, ,psos,heavy-metal-associated domain-containing protein","CCX87_RS00115, ,psos,heavy-metal-associated domain-containing protein","CCX87_RS00115, ,psos,heavy-metal-associated domain-containing protein"," - , -"," - , -"," - , -","ACAV_RS00225, ,psos,heavy-metal-associated domain-containing protein","C8244_RS00225, ,psos,heavy-metal-associated domain-containing protein","C8241_RS00205, ,psos,heavy-metal-associated domain-containing protein","C8245_RS05905, ,psos,heavy-metal-associated domain-containing protein","C8247_RS00205, ,psos,heavy-metal-associated domain-containing protein","C8234_00215, ,psos,heavy metal transport/detoxification protein","C8237_00225, ,psos,heavy metal transport/detoxification protein","C8239_00155, ,psos,heavy metal transport/detoxification protein","C8238_RS00205, ,psos,heavy-metal-associated domain-containing protein"," - , -"," - , -","C8236_00215, ,psos,heavy metal transport/detoxification protein","C8243_00170, ,psos,heavy metal transport/detoxification protein","C8248_00210, ,psos,heavy metal transport/detoxification protein","C8242_00165, ,psos,heavy metal transport/detoxification protein","C7Y68_RS00295, ,psos,heavy-metal-associated domain-containing protein","C8235_00205, ,psos,copper chaperone","CBP34_RS00170, ,psos,heavy-metal-associated domain-containing protein","C8240_RS00175, ,psos,heavy-metal-associated domain-containing protein","AAVE_RS00165, ,psos,heavy-metal-associated domain-containing protein","CQB05_RS20695, ,psos,heavy-metal-associated domain-containing protein","DTPSY_RS00180, ,psos,heavy-metal-associated domain-containing protein","EAG14_RS21935, ,psos,heavy-metal-associated domain-containing protein","G7045_RS14195, ,psos,heavy-metal-associated domain-containing protein","C380_RS00385, ,psos,heavy-metal-associated domain-containing protein","BSY15_RS07425, ,psos,heavy-metal-associated domain-containing protein"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","C8237_00960, ,psos,LysR family transcriptional regulator","C8239_01225, ,psos,LysR family transcriptional regulator"," - , -"," - , -"," - , -","C8236_01270, ,psos,LysR family transcriptional regulator","C8243_00840, ,psos,LysR family transcriptional regulator"," - , -","C8242_01200, ,psos,LysR family transcriptional regulator"," - , -","C8235_01220, ,psos,LysR family transcriptional regulator"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","C8244_RS00245, ,psos,hypothetical protein","C8241_RS21440, ,psos,hypothetical protein"," - , -","C8247_RS00230, ,psos,hypothetical protein"," - , -"," - , -"," - , -","C8238_RS19610, ,psos,hypothetical protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","C8240_RS00195, ,psos,hypothetical protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"
"CBP33_RS00180, ,psos,alkene reductase","CBP33_RS00180, ,psos,alkene reductase"," - , -","CBP35_RS18745, ,psos,alkene reductase","CBP35_RS18745, ,psos,alkene reductase"," - , -"," - , -"," - , -","CBP36_RS00210, ,psos,alkene reductase"," - , -","CBP36_RS00210, ,psos,alkene reductase"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","AJS_RS00120, ,psos,alkene reductase"," - , -"," - , -","AJS_RS00120, ,psos,alkene reductase","CCX87_RS00130, ,psos,alkene reductase","CCX87_RS00130, ,psos,alkene reductase"," - , -"," - , -"," - , -","ACAV_RS00270, ,psos,alkene reductase","C8244_RS00285, ,psos,alkene reductase","C8241_RS00270, ,psos,alkene reductase","C8245_RS05855, ,psos,alkene reductase","C8247_RS00270, ,psos,alkene reductase","C8234_00270, ,psos,alkene reductase","C8237_00280, ,psos,alkene reductase","C8239_00210, ,psos,alkene reductase","C8238_RS00265, ,psos,alkene reductase","C8246_RS15310, ,psos,alkene reductase"," - , -","C8236_00270, ,psos,alkene reductase","C8243_00230, ,psos,alkene reductase","C8248_00265, ,psos,alkene reductase","C8242_00220, ,psos,alkene reductase","C7Y68_RS00345, ,psos,alkene reductase","C8235_00255, ,psos,alkene reductase","CBP34_RS00185, ,psos,alkene reductase","C8240_RS00235, ,psos,alkene reductase"," - , -"," - , -","DTPSY_RS00200, ,psos,alkene reductase","EAG14_RS21915, ,psos,alkene reductase","G7045_RS05565, ,psos,alkene reductase","C380_RS00405, ,psos,alkene reductase","BSY15_RS07445, ,psos,alkene reductase"
"CBP33_RS00200, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","CBP33_RS00200, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG"," - , -","CBP35_RS18725, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","CBP35_RS18725, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG"," - , -"," - , -"," - , -","CBP36_RS00230, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG"," - , -","CBP36_RS00230, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG"," - , -"," - , -"," - , -","APS58_RS09395, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","APS58_RS09395, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG"," - , -","AJS_RS00140, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG"," - , -"," - , -","AJS_RS00140, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","CCX87_RS00150, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","CCX87_RS00150, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG"," - , -"," - , -"," - , -","ACAV_RS00305, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","C8244_RS00320, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","C8241_RS00305, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","C8245_RS05820, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","C8247_RS00305, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","C8234_00305, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","C8237_00315, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","C8239_00245, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","C8238_RS00300, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","C8246_RS15275, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG"," - , -","C8236_00305, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","C8243_00265, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","C8248_00300, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","C8242_00255, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","C7Y68_RS00380, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","C8235_00290, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","CBP34_RS00205, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","C8240_RS00270, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","AAVE_RS00245, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","CQB05_RS20605, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","DTPSY_RS00225, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","EAG14_RS21875, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG","G7045_RS14160, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG"," - , -","BSY15_RS07510, ,psos,tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","C8239_00635, ,psos,ABC transporter substrate-binding protein"," - , -"," - , -"," - , -"," - , -"," - , -","C8248_00690, ,psos,ABC transporter substrate-binding protein","C8242_00640, ,psos,ABC transporter substrate-binding protein","C7Y68_RS00755, ,psos,tripartite tricarboxylate transporter substrate binding protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","C8239_01655, ,psos,two-component sensor histidine kinase","C8238_RS01200, ,psos,heavy metal sensor histidine kinase"," - , -","C8232_00280, ,psos,two-component sensor histidine kinase"," - , -","C8243_01030, ,psos,two-component sensor histidine kinase"," - , -","C8242_01395, ,psos,two-component sensor histidine kinase"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","DTPSY_RS11085, ,psos,heavy metal sensor histidine kinase"," - , -"," - , -","C380_RS06170, ,psos,heavy metal sensor histidine kinase","BSY15_RS00545, ,psos,heavy metal sensor histidine kinase"
"CBP33_RS00280, ,psos,ABC transporter permease","CBP33_RS00280, ,psos,ABC transporter permease"," - , -","CBP35_RS18655, ,psos,ABC transporter permease","CBP35_RS18655, ,psos,ABC transporter permease"," - , -"," - , -"," - , -","CBP36_RS00300, ,psos,ABC transporter permease"," - , -","CBP36_RS00300, ,psos,ABC transporter permease"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","AJS_RS08450, ,psos,ABC transporter permease subunit"," - , -"," - , -","AJS_RS08450, ,psos,ABC transporter permease subunit","CCX87_RS00200, ,psos,ABC transporter permease","CCX87_RS00200, ,psos,ABC transporter permease"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","CBP34_RS00270, ,psos,ABC transporter permease"," - , -"," - , -"," - , -","DTPSY_RS10115, ,psos,ABC transporter permease subunit"," - , -"," - , -"," - , -"," - , -"
"CBP33_RS00285, ,psos,ATP-binding cassette domain-containing protein","CBP33_RS00285, ,psos,ATP-binding cassette domain-containing protein"," - , -","CBP35_RS18650, ,psos,ATP-binding cassette domain-containing protein","CBP35_RS18650, ,psos,ATP-binding cassette domain-containing protein"," - , -"," - , -"," - , -","CBP36_RS00305, ,psos,ATP-binding cassette domain-containing protein"," - , -","CBP36_RS00305, ,psos,ATP-binding cassette domain-containing protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","AJS_RS08455, ,psos,ATP-binding cassette domain-containing protein"," - , -"," - , -","AJS_RS08455, ,psos,ATP-binding cassette domain-containing protein","CCX87_RS00205, ,psos,ATP-binding cassette domain-containing protein","CCX87_RS00205, ,psos,ATP-binding cassette domain-containing protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","CBP34_RS00275, ,psos,ATP-binding cassette domain-containing protein"," - , -"," - , -"," - , -","DTPSY_RS10110, ,psos,ATP-binding cassette domain-containing protein"," - , -"," - , -"," - , -"," - , -"
"CBP33_RS00290, ,psos,putative selenate ABC transporter substrate-binding protein","CBP33_RS00290, ,psos,putative selenate ABC transporter substrate-binding protein"," - , -","CBP35_RS18645, ,psos,putative selenate ABC transporter substrate-binding protein","CBP35_RS18645, ,psos,putative selenate ABC transporter substrate-binding protein"," - , -"," - , -"," - , -","CBP36_RS00310, ,psos,putative selenate ABC transporter substrate-binding protein"," - , -","CBP36_RS00310, ,psos,putative selenate ABC transporter substrate-binding protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","AJS_RS08460, ,psos,putative selenate ABC transporter substrate-binding protein"," - , -"," - , -","AJS_RS08460, ,psos,putative selenate ABC transporter substrate-binding protein","CCX87_RS00210, ,psos,putative selenate ABC transporter substrate-binding protein","CCX87_RS00210, ,psos,putative selenate ABC transporter substrate-binding protein"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","CBP34_RS00280, ,psos,putative selenate ABC transporter substrate-binding protein"," - , -"," - , -"," - , -","DTPSY_RS10105, ,psos,putative selenate ABC transporter substrate-binding protein"," - , -"," - , -"," - , -"," - , -"
"CBP33_RS00315, ,psos,hotdog fold thioesterase","CBP33_RS00315, ,psos,hotdog fold thioesterase"," - , -","CBP35_RS18615, ,psos,hotdog fold thioesterase","CBP35_RS18615, ,psos,hotdog fold thioesterase"," - , -"," - , -"," - , -","CBP36_RS00340, ,psos,hotdog fold thioesterase"," - , -","CBP36_RS00340, ,psos,hotdog fold thioesterase"," - , -"," - , -"," - , -","APS58_RS09655, ,psos,hotdog fold thioesterase","APS58_RS09655, ,psos,hotdog fold thioesterase"," - , -","AJS_RS00230, ,psos,hotdog fold thioesterase"," - , -"," - , -","AJS_RS00230, ,psos,hotdog fold thioesterase","CCX87_RS00235, ,psos,hotdog fold thioesterase","CCX87_RS00235, ,psos,hotdog fold thioesterase"," - , -"," - , -"," - , -","ACAV_RS00625, ,psos,hotdog fold thioesterase","C8244_RS00670, ,psos,hotdog fold thioesterase","C8241_RS00580, ,psos,hotdog fold thioesterase","C8245_RS05485, ,psos,hotdog fold thioesterase","C8247_RS00595, ,psos,hotdog fold thioesterase"," - , -","C8237_00660, ,psos,esterase","C8239_00605, ,psos,esterase"," - , -","C8246_RS14930, ,psos,hotdog fold thioesterase"," - , -","C8236_00665, ,psos,esterase"," - , -","C8248_00660, ,psos,esterase","C8242_00610, ,psos,esterase","C7Y68_RS00725, ,psos,hotdog fold thioesterase","C8235_00645, ,psos,esterase","CBP34_RS00305, ,psos,hotdog fold thioesterase","C8240_RS00525, ,psos,hotdog fold thioesterase","AAVE_RS00490, ,psos,hotdog fold thioesterase","CQB05_RS20360, ,psos,hotdog fold thioesterase","DTPSY_RS00320, ,psos,hotdog fold thioesterase","EAG14_RS21350, ,psos,hotdog fold thioesterase","G7045_RS14010, ,psos,hotdog fold thioesterase","C380_RS00690, ,psos,hotdog fold thioesterase","BSY15_RS07730, ,psos,hotdog fold thioesterase"
"CBP33_RS00320, ,psos,acetyl-CoA hydrolase/transferase family protein","CBP33_RS00320, ,psos,acetyl-CoA hydrolase/transferase family protein"," - , -","CBP35_RS18610, ,psos,acetyl-CoA hydrolase/transferase family protein","CBP35_RS18610, ,psos,acetyl-CoA hydrolase/transferase family protein"," - , -"," - , -"," - , -","CBP36_RS00345, ,psos,acetyl-CoA hydrolase/transferase family protein"," - , -","CBP36_RS00345, ,psos,acetyl-CoA hydrolase/transferase family protein"," - , -"," - , -"," - , -","APS58_RS09660, ,psos,acetyl-CoA hydrolase/transferase family protein","APS58_RS09660, ,psos,acetyl-CoA hydrolase/transferase family protein"," - , -","AJS_RS00240, ,psos,acetyl-CoA hydrolase/transferase family protein"," - , -"," - , -","AJS_RS00240, ,psos,acetyl-CoA hydrolase/transferase family protein","CCX87_RS00240, ,psos,acetyl-CoA hydrolase/transferase family protein","CCX87_RS00240, ,psos,acetyl-CoA hydrolase/transferase family protein"," - , -"," - , -"," - , -","ACAV_RS00630, ,psos,acetyl-CoA hydrolase/transferase family protein","C8244_RS00675, ,psos,acetyl-CoA hydrolase/transferase family protein","C8241_RS00585, ,psos,acetyl-CoA hydrolase/transferase family protein","C8245_RS05480, ,psos,acetyl-CoA hydrolase/transferase family protein","C8247_RS00600, ,psos,acetyl-CoA hydrolase/transferase family protein"," - , -","C8237_00665, ,psos,propionyl-CoA--succinate CoA transferase","C8239_00610, ,psos,propionyl-CoA--succinate CoA transferase"," - , -","C8246_RS14925, ,psos,acetyl-CoA hydrolase/transferase family protein"," - , -","C8236_00670, ,psos,propionyl-CoA--succinate CoA transferase"," - , -","C8248_00665, ,psos,propionyl-CoA--succinate CoA transferase","C8242_00615, ,psos,propionyl-CoA--succinate CoA transferase","C7Y68_RS00730, ,psos,acetyl-CoA hydrolase/transferase family protein","C8235_00650, ,psos,propionyl-CoA--succinate CoA transferase","CBP34_RS00310, ,psos,acetyl-CoA hydrolase/transferase family protein","C8240_RS00530, ,psos,acetyl-CoA hydrolase/transferase family protein","AAVE_RS00495, ,psos,acetyl-CoA hydrolase/transferase family protein","CQB05_RS20355, ,psos,acetyl-CoA hydrolase/transferase family protein","DTPSY_RS00330, ,psos,acetyl-CoA hydrolase/transferase family protein","EAG14_RS21335, ,psos,acetyl-CoA hydrolase/transferase family protein","G7045_RS14020, ,psos,acetyl-CoA hydrolase/transferase family protein","C380_RS00700, ,psos,acetyl-CoA hydrolase/transferase family protein","BSY15_RS07735, ,psos,acetyl-CoA hydrolase/transferase family protein"
"CBP33_RS00325, ,psos,pyrimidine utilization transport protein G","CBP33_RS00325, ,psos,pyrimidine utilization transport protein G"," - , -","CBP35_RS18605, ,psos,pyrimidine utilization transport protein G","CBP35_RS18605, ,psos,pyrimidine utilization transport protein G"," - , -"," - , -"," - , -","CBP36_RS00350, ,psos,pyrimidine utilization transport protein G"," - , -","CBP36_RS00350, ,psos,pyrimidine utilization transport protein G"," - , -"," - , -"," - , -","APS58_RS09670, ,psos,pyrimidine permease","APS58_RS09670, ,psos,pyrimidine permease"," - , -","AJS_RS00250, ,psos,pyrimidine permease"," - , -"," - , -","AJS_RS00250, ,psos,pyrimidine permease","CCX87_RS00245, ,psos,pyrimidine utilization transport protein G","CCX87_RS00245, ,psos,pyrimidine utilization transport protein G"," - , -"," - , -"," - , -","ACAV_RS00640, ,psos,pyrimidine permease","C8244_RS00685, ,psos,pyrimidine utilization transport protein G","C8241_RS00595, ,psos,pyrimidine utilization transport protein G","C8245_RS05470, ,psos,pyrimidine permease","C8247_RS00610, ,psos,pyrimidine utilization transport protein G"," - , -","C8237_00675, ,psos,pyrimidine utilization transport protein G","C8239_00620, ,psos,pyrimidine utilization transport protein G"," - , -","C8246_RS14915, ,psos,pyrimidine utilization transport protein G"," - , -","C8236_00680, ,psos,pyrimidine utilization transport protein G"," - , -","C8248_00675, ,psos,pyrimidine utilization transport protein G","C8242_00625, ,psos,pyrimidine utilization transport protein G","C7Y68_RS00740, ,psos,pyrimidine utilization transport protein G","C8235_00660, ,psos,pyrimidine utilization transport protein G","CBP34_RS00315, ,psos,pyrimidine utilization transport protein G","C8240_RS00540, ,psos,pyrimidine utilization transport protein G","AAVE_RS00505, ,psos,pyrimidine permease","CQB05_RS20345, ,psos,pyrimidine permease","DTPSY_RS00340, ,psos,pyrimidine permease","EAG14_RS21330, ,psos,pyrimidine utilization transport protein G","G7045_RS14025, ,psos,pyrimidine utilization transport protein G","C380_RS00710, ,psos,pyrimidine permease","BSY15_RS07740, ,psos,pyrimidine utilization transport protein G"
"CBP33_RS00780, ,psos,cyclohexanecarboxylate-CoA ligase","CBP33_RS00780, ,psos,cyclohexanecarboxylate-CoA ligase"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","CBP36_RS00825, ,psos,cyclohexanecarboxylate-CoA ligase"," - , -","CBP36_RS00825, ,psos,cyclohexanecarboxylate-CoA ligase"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","CBP34_RS00790, ,psos,cyclohexanecarboxylate-CoA ligase"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","BSY15_RS01495, ,psos,cyclohexanecarboxylate-CoA ligase"
" - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -"," - , -","C380_RS00030, ,psos,serine hydrolase","BSY15_RS07175, ,psos,serine hydrolase"
