,ALL_Thiomonas_arsenitoxydans_strain_3As_NC_014145,ALL_Thiomonas_intermedia_K12_NC_014153,ALL_Thiomonas_intermedia_strain_ATCC_15466_NZ_CP020046,ALL_Thiomonas_sp_Bio17B3_chromosome_BIO17B3_NZ_LR131947,ALL_Thiomonas_sp_CB2_chromosome_CB2_NZ_LR131956,ALL_Thiomonas_sp_OC7_chromosome_OC7_NZ_LR131953,ALL_Thiomonas_sp_Sup16B3_chromosome_SUP16B3_NZ_LR131950,ALL_Thiomonas_sp_X19_chromosome_THIX_NZ_LT605203
THIX_RS20345,0,0,0,0,0,0,0,1
THI_RS02985,0,0,0,0,0,0,0,1
TINT_RS02665,0,0,0,0,0,0,0,1
BVH73_RS05505,0,0,0,0,0,0,0,1
GO970_RS12945,0,0,0,0,0,0,0,1
GO948_RS05700,0,0,0,0,0,0,0,1
TOC7_RS13005,0,0,0,0,0,0,0,1
GO985_RS17740,0,0,0,0,0,0,0,1
THIX_RS05090,0,0,0,0,0,0,0,1
THI_RS06690,0,0,0,0,0,0,0,1
TINT_RS05745,0,0,0,0,0,0,0,1
BVH73_RS00770,0,0,0,0,0,0,0,1
GO970_RS02325,0,0,0,0,0,0,0,1
GO948_RS16265,0,0,0,0,0,0,0,1
TOC7_RS02315,0,0,0,0,0,0,0,1
GO985_RS09725,0,0,0,0,0,0,0,1
THIX_RS11425,0,0,0,0,0,0,0,1
THI_RS07090,0,0,0,0,0,0,0,1
TINT_RS06180,0,0,0,0,0,0,0,1
BVH73_RS00305,0,0,0,0,0,0,0,1
GO970_RS01890,0,0,0,0,0,0,0,1
GO948_RS16700,0,0,0,0,0,0,0,1
TOC7_RS01880,0,0,0,0,0,0,0,1
GO985_RS10160,0,0,0,0,0,0,0,1
THIX_RS00835,0,0,0,0,0,0,0,1
THI_RS09760,0,0,0,0,0,0,0,1
TINT_RS08580,0,0,0,0,0,0,0,1
BVH73_RS13750,0,0,0,0,0,0,0,1
GO970_RS18265,0,0,0,0,0,0,0,1
GO948_RS00405,0,0,0,0,0,0,0,1
TOC7_RS18380,0,0,0,0,0,0,0,1
GO985_RS12430,0,0,0,0,0,0,0,1
THIX_RS00500,0,0,0,0,0,0,0,1
THI_RS11050,0,0,0,0,0,0,0,1
TINT_RS10400,0,0,0,0,0,0,0,1
BVH73_RS02150,0,0,0,0,0,0,0,1
GO970_RS16180,0,0,0,0,0,0,0,1
GO948_RS02495,0,0,0,0,0,0,0,1
TOC7_RS16280,0,0,0,0,0,0,0,1
GO985_RS14515,0,0,0,0,0,0,0,1
THIX_RS16760,0,0,0,0,0,0,0,1
THI_RS07210,0,0,0,0,0,0,0,1
TINT_RS06310,0,0,0,0,0,0,0,1
BVH73_RS14335,0,0,0,0,0,0,0,1
GO970_RS01760,0,0,0,0,0,0,0,1
GO948_RS16830,0,0,0,0,0,0,0,1
TOC7_RS01750,0,0,0,0,0,0,0,1
GO985_RS10290,0,0,0,0,0,0,0,1
THIX_RS07400,0,0,0,0,0,0,0,1
THI_RS07970,0,0,0,0,0,0,0,1
TINT_RS06925,0,0,0,0,0,0,0,1
BVH73_RS14840,0,0,0,0,0,0,0,1
GO970_RS01140,0,0,0,0,0,0,0,1
GO948_RS17450,0,0,0,0,0,0,0,1
TOC7_RS01130,0,0,0,0,0,0,0,1
GO985_RS10910,0,0,0,0,0,0,0,1
THIX_RS15045,0,0,0,0,0,0,0,1
THI_RS12175,0,0,0,0,0,0,0,1
TINT_RS11420,0,0,0,0,0,0,0,1
BVH73_RS11905,0,0,0,0,0,0,0,1
GO970_RS15185,0,0,0,0,0,0,0,1
GO948_RS03490,0,0,0,0,0,0,0,1
TOC7_RS15285,0,0,0,0,0,0,0,1
GO985_RS15510,0,0,0,0,0,0,0,1
THIX_RS19190,0,0,0,0,0,0,0,1
THI_RS05720,0,0,0,0,0,0,0,1
TINT_RS04985,0,0,0,0,0,0,0,1
BVH73_RS13095,0,0,0,0,0,0,0,1
GO970_RS03910,0,0,0,0,0,0,0,1
GO948_RS14695,0,0,0,0,0,0,0,1
TOC7_RS03885,0,0,0,0,0,0,0,1
GO985_RS08150,0,0,0,0,0,0,0,1
THIX_RS22010,0,0,0,0,0,0,0,1
THI_RS05845,0,0,0,0,0,0,0,1
TINT_RS05120,0,0,0,0,0,0,0,1
BVH73_RS13220,0,0,0,0,0,0,0,1
GO970_RS03785,0,0,0,0,0,0,0,1
GO948_RS14820,0,0,0,0,0,0,0,1
TOC7_RS03760,0,0,0,0,0,0,0,1
GO985_RS08275,0,0,0,0,0,0,0,1
THIX_RS06860,0,0,0,0,0,0,0,1
THI_RS07555,0,0,0,0,0,0,0,1
TINT_RS06655,0,0,0,0,0,0,0,1
BVH73_RS14620,0,0,0,0,0,0,0,1
GO970_RS01405,0,0,0,0,0,0,0,1
GO948_RS17185,0,0,0,0,0,0,0,1
TOC7_RS01395,0,0,0,0,0,0,0,1
GO985_RS10645,0,0,0,0,0,0,0,1
THIX_RS18760,0,0,0,0,0,0,0,1
THI_RS13410,0,0,0,0,0,0,0,1
TINT_RS12585,0,0,0,0,0,0,0,1
BVH73_RS10885,0,0,0,0,0,0,0,1
GO970_RS05705,0,0,0,0,0,0,0,1
GO948_RS12895,0,0,0,0,0,0,0,1
TOC7_RS05705,0,0,0,0,0,0,0,1
GO985_RS06365,0,0,0,0,0,0,0,1
THIX_RS13655,0,0,0,0,0,0,0,1
THI_RS08490,0,0,0,0,0,0,0,1
TINT_RS07310,0,0,0,0,0,0,0,1
BVH73_RS15270,0,0,0,0,0,0,0,1
GO970_RS00635,0,0,0,0,0,0,0,1
GO948_RS17955,0,0,0,0,0,0,0,1
TOC7_RS00625,0,0,0,0,0,0,0,1
GO985_RS11410,0,0,0,0,0,0,0,1
THIX_RS13775,0,0,0,0,0,0,0,1
THI_RS13995,0,0,0,0,0,0,0,1
TINT_RS13165,0,0,0,0,0,0,0,1
BVH73_RS10290,0,0,0,0,0,0,0,1
GO970_RS06290,0,0,0,0,0,0,0,1
GO948_RS12310,0,0,0,0,0,0,0,1
TOC7_RS06290,0,0,0,0,0,0,0,1
GO985_RS05780,0,0,0,0,0,0,0,1
THIX_RS03850,0,0,0,0,0,0,0,1
THI_RS14940,0,0,0,0,0,0,0,1
TINT_RS13525,0,0,0,0,0,0,0,1
BVH73_RS10045,0,0,0,0,0,0,0,1
GO970_RS06625,0,0,0,0,0,0,0,1
GO948_RS11975,0,0,0,0,0,0,0,1
TOC7_RS06625,0,0,0,0,0,0,0,1
GO985_RS05445,0,0,0,0,0,0,0,1
THIX_RS01945,0,0,0,0,0,0,0,1
THI_RS10505,0,0,0,0,0,0,0,1
TINT_RS09300,0,0,0,0,0,0,0,1
BVH73_RS01395,0,0,0,0,0,0,0,1
GO970_RS03045,0,0,0,0,0,0,0,1
GO948_RS15540,0,0,0,0,0,0,0,1
TOC7_RS03040,0,0,0,0,0,0,0,1
GO985_RS09000,0,0,0,0,0,0,0,1
THIX_RS13520,0,0,0,0,0,0,0,1
THI_RS00700,0,0,0,0,0,0,0,1
TINT_RS00675,0,0,0,0,0,0,0,1
BVH73_RS09250,0,0,0,0,0,0,0,1
GO970_RS10040,0,0,0,0,0,0,0,1
GO948_RS08600,0,0,0,0,0,0,0,1
TOC7_RS10050,0,0,0,0,0,0,0,1
GO985_RS02025,0,0,0,0,0,0,0,1
THIX_RS02755,0,0,0,0,0,0,0,1
THI_RS07175,0,0,0,0,0,0,0,1
TINT_RS06265,0,0,0,0,0,0,0,1
BVH73_RS14295,0,0,0,0,0,0,0,1
GO970_RS01805,0,0,0,0,0,0,0,1
GO948_RS16785,0,0,0,0,0,0,0,1
TOC7_RS01795,0,0,0,0,0,0,0,1
GO985_RS10245,0,0,0,0,0,0,0,1
THIX_RS08885,0,0,0,0,0,0,0,1
THI_RS07960,0,0,0,0,0,0,0,1
TINT_RS06915,0,0,0,0,0,0,0,1
BVH73_RS14830,0,0,0,0,0,0,0,1
GO970_RS01150,0,0,0,0,0,0,0,1
GO948_RS17440,0,0,0,0,0,0,0,1
TOC7_RS01140,0,0,0,0,0,0,0,1
GO985_RS10900,0,0,0,0,0,0,0,1
THIX_RS02480,0,0,0,0,0,0,0,1
THI_RS00445,0,0,0,0,0,0,0,1
TINT_RS00415,0,0,0,0,0,0,0,1
BVH73_RS08955,0,0,0,0,0,0,0,1
GO970_RS09860,0,0,0,0,0,0,0,1
GO948_RS08780,0,0,0,0,0,0,0,1
TOC7_RS09870,0,0,0,0,0,0,0,1
GO985_RS02205,0,0,0,0,0,0,0,1
THIX_RS01435,0,0,0,0,0,0,0,1
THI_RS01585,0,0,0,0,0,0,0,1
TINT_RS01535,0,0,0,0,0,0,0,1
BVH73_RS05915,0,0,0,0,0,0,0,1
GO970_RS11050,0,0,0,0,0,0,0,1
GO948_RS07585,0,0,0,0,0,0,0,1
TOC7_RS11080,0,0,0,0,0,0,0,1
GO985_RS01010,0,0,0,0,0,0,0,1
THIX_RS04015,0,0,0,0,0,0,0,1
THI_RS02910,0,0,0,0,0,0,0,1
TINT_RS02590,0,0,0,0,0,0,0,1
BVH73_RS05585,0,0,0,0,0,0,0,1
GO970_RS12870,0,0,0,0,0,0,0,1
GO948_RS05775,0,0,0,0,0,0,0,1
TOC7_RS12930,0,0,0,0,0,0,0,1
GO985_RS17815,0,0,0,0,0,0,0,1
THIX_RS05010,0,0,0,0,0,0,0,1
THI_RS05200,0,0,0,0,0,0,0,1
TINT_RS04470,0,0,0,0,0,0,0,1
BVH73_RS12425,0,0,0,0,0,0,0,1
GO970_RS04435,0,0,0,0,0,0,0,1
GO948_RS14170,0,0,0,0,0,0,0,1
TOC7_RS04410,0,0,0,0,0,0,0,1
GO985_RS07625,0,0,0,0,0,0,0,1
THIX_RS05345,0,0,0,0,0,0,0,1
THI_RS06125,0,0,0,0,0,0,0,1
TINT_RS05305,0,0,0,0,0,0,0,1
BVH73_RS13005,0,0,0,0,0,0,0,1
GO970_RS03600,0,0,0,0,0,0,0,1
GO948_RS15005,0,0,0,0,0,0,0,1
TOC7_RS03575,0,0,0,0,0,0,0,1
GO985_RS08460,0,0,0,0,0,0,0,1
THIX_RS09510,0,0,0,0,0,0,0,1
THI_RS07515,0,0,0,0,0,0,0,1
TINT_RS06610,0,0,0,0,0,0,0,1
BVH73_RS14565,0,0,0,0,0,0,0,1
GO970_RS01445,0,0,0,0,0,0,0,1
GO948_RS17145,0,0,0,0,0,0,0,1
TOC7_RS01435,0,0,0,0,0,0,0,1
GO985_RS10605,0,0,0,0,0,0,0,1
THIX_RS06520,0,0,0,0,0,0,0,1
THI_RS00155,0,0,0,0,0,0,0,1
TINT_RS00165,0,0,0,0,0,0,0,1
BVH73_RS08665,0,0,0,0,0,0,0,1
GO970_RS09620,0,0,0,0,0,0,0,1
GO948_RS09020,0,0,0,0,0,0,0,1
TOC7_RS09630,0,0,0,0,0,0,0,1
GO985_RS02445,0,0,0,0,0,0,0,1
THIX_RS02625,0,0,0,0,0,0,0,1
THI_RS02495,0,0,0,0,0,0,0,1
TINT_RS02300,0,0,0,0,0,0,0,1
BVH73_RS02955,0,0,0,0,0,0,0,1
GO970_RS12625,0,0,0,0,0,0,0,1
GO948_RS06020,0,0,0,0,0,0,0,1
TOC7_RS12685,0,0,0,0,0,0,0,1
GO985_RS18060,0,0,0,0,0,0,0,1
THIX_RS06750,0,0,0,0,0,0,0,1
THI_RS02690,0,0,0,0,0,0,0,1
TINT_RS02485,0,0,0,0,0,0,0,1
BVH73_RS02710,0,0,0,0,0,0,0,1
GO970_RS12825,0,0,0,0,0,0,0,1
GO948_RS05820,0,0,0,0,0,0,0,1
TOC7_RS12885,0,0,0,0,0,0,0,1
GO985_RS17860,0,0,0,0,0,0,0,1
THIX_RS08935,0,0,0,0,0,0,0,1
THI_RS15250,0,0,0,0,0,0,0,1
TINT_RS13810,0,0,0,0,0,0,0,1
BVH73_RS06320,0,0,0,0,0,0,0,1
GO970_RS06910,0,0,0,0,0,0,0,1
GO948_RS11690,0,0,0,0,0,0,0,1
TOC7_RS06910,0,0,0,0,0,0,0,1
GO985_RS05160,0,0,0,0,0,0,0,1
THIX_RS04105,0,0,0,0,0,0,0,1
THI_RS03525,0,0,0,0,0,0,0,1
TINT_RS03035,0,0,0,0,0,0,0,1
BVH73_RS04965,0,0,0,0,0,0,0,1
GO970_RS13500,0,0,0,0,0,0,0,1
GO948_RS05145,0,0,0,0,0,0,0,1
TOC7_RS13560,0,0,0,0,0,0,0,1
GO985_RS17185,0,0,0,0,0,0,0,1
THIX_RS07940,0,0,0,0,0,0,0,1
THI_RS06495,0,0,0,0,0,0,0,1
TINT_RS05660,0,0,0,0,0,0,0,1
BVH73_RS00925,0,0,0,0,0,0,0,1
GO970_RS02420,0,0,0,0,0,0,0,1
GO948_RS16165,0,0,0,0,0,0,0,1
TOC7_RS02415,0,0,0,0,0,0,0,1
GO985_RS09625,0,0,0,0,0,0,0,1
THIX_RS08290,0,0,0,0,0,0,0,1
THI_RS06795,0,0,0,0,0,0,0,1
TINT_RS05850,0,0,0,0,0,0,0,1
BVH73_RS00655,0,0,0,0,0,0,0,1
GO970_RS02220,0,0,0,0,0,0,0,1
GO948_RS16370,0,0,0,0,0,0,0,1
TOC7_RS02210,0,0,0,0,0,0,0,1
GO985_RS09830,0,0,0,0,0,0,0,1
THIX_RS00885,0,0,0,0,0,0,0,1
THI_RS12730,0,0,0,0,0,0,0,1
TINT_RS11910,0,0,0,0,0,0,0,1
BVH73_RS11410,0,0,0,0,0,0,0,1
GO970_RS14690,0,0,0,0,0,0,0,1
GO948_RS03985,0,0,0,0,0,0,0,1
TOC7_RS14790,0,0,0,0,0,0,0,1
GO985_RS16005,0,0,0,0,0,0,0,1
THIX_RS07130,0,0,0,0,0,0,0,1
THI_RS11360,0,0,0,0,0,0,0,1
TINT_RS10710,0,0,0,0,0,0,0,1
BVH73_RS02460,0,0,0,0,0,0,0,1
GO970_RS15860,0,0,0,0,0,0,0,1
GO948_RS02815,0,0,0,0,0,0,0,1
TOC7_RS15960,0,0,0,0,0,0,0,1
GO985_RS14835,0,0,0,0,0,0,0,1
THIX_RS17500,0,0,0,0,0,0,0,1
THI_RS08585,0,0,0,0,0,0,0,1
TINT_RS07405,0,0,0,0,0,0,0,1
BVH73_RS15325,0,0,0,0,0,0,0,1
GO970_RS00540,0,0,0,0,0,0,0,1
GO948_RS18050,0,0,0,0,0,0,0,1
TOC7_RS00530,0,0,0,0,0,0,0,1
GO985_RS11505,0,0,0,0,0,0,0,1
THIX_RS12745,0,0,0,0,0,0,0,1
THI_RS11175,0,0,0,0,0,0,0,1
TINT_RS10525,0,0,0,0,0,0,0,1
BVH73_RS02275,0,0,0,0,0,0,0,1
GO970_RS16045,0,0,0,0,0,0,0,1
GO948_RS02630,0,0,0,0,0,0,0,1
TOC7_RS16145,0,0,0,0,0,0,0,1
GO985_RS14650,0,0,0,0,0,0,0,1
THIX_RS10380,0,0,0,0,0,0,0,1
THI_RS11310,0,0,0,0,0,0,0,1
TINT_RS10660,0,0,0,0,0,0,0,1
BVH73_RS02410,0,0,0,0,0,0,0,1
GO970_RS15910,0,0,0,0,0,0,0,1
GO948_RS02765,0,0,0,0,0,0,0,1
TOC7_RS16010,0,0,0,0,0,0,0,1
GO985_RS14785,0,0,0,0,0,0,0,1
THIX_RS17445,0,0,0,0,0,0,0,1
THI_RS13505,0,0,0,0,0,0,0,1
TINT_RS12675,0,0,0,0,0,0,0,1
BVH73_RS10795,0,0,0,0,0,0,0,1
GO970_RS05795,0,0,0,0,0,0,0,1
GO948_RS12805,0,0,0,0,0,0,0,1
TOC7_RS05795,0,0,0,0,0,0,0,1
GO985_RS06275,0,0,0,0,0,0,0,1
THIX_RS07310,0,0,0,0,0,0,0,1
THI_RS15825,0,0,0,0,0,0,0,1
TINT_RS14370,0,0,0,0,0,0,0,1
BVH73_RS06940,0,0,0,0,0,0,0,1
GO970_RS07480,0,0,0,0,0,0,0,1
GO948_RS11120,0,0,0,0,0,0,0,1
TOC7_RS07495,0,0,0,0,0,0,0,1
GO985_RS04585,0,0,0,0,0,0,0,1
THIX_RS20620,0,0,0,0,0,0,0,1
THI_RS00765,0,0,0,0,0,0,0,1
TINT_RS00740,0,0,0,0,0,0,0,1
BVH73_RS09315,0,0,0,0,0,0,0,1
GO970_RS10110,0,0,0,0,0,0,0,1
GO948_RS08530,0,0,0,0,0,0,0,1
TOC7_RS10120,0,0,0,0,0,0,0,1
GO985_RS01955,0,0,0,0,0,0,0,1
THIX_RS02690,0,0,0,0,0,0,0,1
THI_RS03410,0,0,0,0,0,0,0,1
TINT_RS02920,0,0,0,0,0,0,0,1
BVH73_RS05090,0,0,0,0,0,0,0,1
GO970_RS13360,0,0,0,0,0,0,0,1
GO948_RS05285,0,0,0,0,0,0,0,1
TOC7_RS13420,0,0,0,0,0,0,0,1
GO985_RS17325,0,0,0,0,0,0,0,1
THIX_RS20445,0,0,0,0,0,0,0,1
THI_RS04645,0,0,0,0,0,0,0,1
TINT_RS03945,0,0,0,0,0,0,0,1
BVH73_RS04065,0,0,0,0,0,0,0,1
GO970_RS04980,0,0,0,0,0,0,0,1
GO948_RS13625,0,0,0,0,0,0,0,1
TOC7_RS04955,0,0,0,0,0,0,0,1
GO985_RS07080,0,0,0,0,0,0,0,1
THIX_RS07585,0,0,0,0,0,0,0,1
THI_RS07020,0,0,0,0,0,0,0,1
TINT_RS06070,0,0,0,0,0,0,0,1
BVH73_RS00415,0,0,0,0,0,0,0,1
GO970_RS02000,0,0,0,0,0,0,0,1
GO948_RS16590,0,0,0,0,0,0,0,1
TOC7_RS01990,0,0,0,0,0,0,0,1
GO985_RS10050,0,0,0,0,0,0,0,1
THIX_RS00610,0,0,0,0,0,0,0,1
THI_RS11685,0,0,0,0,0,0,0,1
TINT_RS11045,0,0,0,0,0,0,0,1
BVH73_RS03630,0,0,0,0,0,0,0,1
GO970_RS15565,0,0,0,0,0,0,0,1
GO948_RS03110,0,0,0,0,0,0,0,1
TOC7_RS15665,0,0,0,0,0,0,0,1
GO985_RS15130,0,0,0,0,0,0,0,1
THIX_RS19900,0,0,0,0,0,0,0,1
THI_RS09585,0,0,0,0,0,0,0,1
TINT_RS08410,0,0,0,0,0,0,0,1
BVH73_RS13935,0,0,0,0,0,0,0,1
GO970_RS18440,0,0,0,0,0,0,0,1
GO948_RS00230,0,0,0,0,0,0,0,1
TOC7_RS18555,0,0,0,0,0,0,0,1
GO985_RS12255,0,0,0,0,0,0,0,1
THIX_RS16845,0,0,0,0,0,0,0,1
THI_RS13550,0,0,0,0,0,0,0,1
TINT_RS12720,0,0,0,0,0,0,0,1
BVH73_RS10750,0,0,0,0,0,0,0,1
GO970_RS05840,0,0,0,0,0,0,0,1
GO948_RS12760,0,0,0,0,0,0,0,1
TOC7_RS05840,0,0,0,0,0,0,0,1
GO985_RS06230,0,0,0,0,0,0,0,1
THIX_RS07265,0,0,0,0,0,0,0,1
THI_RS09305,0,0,0,0,0,0,0,1
TINT_RS08250,0,0,0,0,0,0,0,1
BVH73_RS14140,0,0,0,0,0,0,0,1
GO970_RS00285,0,0,0,0,0,0,0,1
GO948_RS18305,0,0,0,0,0,0,0,1
TOC7_RS00270,0,0,0,0,0,0,0,1
GO985_RS11760,0,0,0,0,0,0,0,1
THIX_RS17685,0,0,0,0,0,0,0,1
THI_RS12390,0,0,0,0,0,0,0,1
TINT_RS11635,0,0,0,0,0,0,0,1
BVH73_RS11685,0,0,0,0,0,0,0,1
GO970_RS14965,0,0,0,0,0,0,0,1
GO948_RS03710,0,0,0,0,0,0,0,1
TOC7_RS15065,0,0,0,0,0,0,0,1
GO985_RS15730,0,0,0,0,0,0,0,1
THIX_RS06265,0,0,0,0,0,0,0,1
THI_RS17620,0,0,0,0,0,0,0,1
TINT_RS16015,0,0,0,0,0,0,0,1
BVH73_RS08240,0,0,0,0,0,0,0,1
GO970_RS09300,0,0,0,0,0,0,0,1
GO948_RS09315,0,0,0,0,0,0,0,1
TOC7_RS09315,0,0,0,0,0,0,0,1
GO985_RS02760,0,0,0,0,0,0,0,1
THIX_RS02020,0,0,0,0,0,0,0,1
THI_RS10620,0,0,0,0,0,0,0,1
TINT_RS09415,0,0,0,0,0,0,0,1
BVH73_RS01505,0,0,0,0,0,0,0,1
GO970_RS03160,0,0,0,0,0,0,0,1
GO948_RS15425,0,0,0,0,0,0,0,1
TOC7_RS03155,0,0,0,0,0,0,0,1
GO985_RS08885,0,0,0,0,0,0,0,1
THIX_RS15055,0,0,0,0,0,0,0,1
THI_RS13930,0,0,0,0,0,0,0,1
TINT_RS13100,0,0,0,0,0,0,0,1
BVH73_RS10360,0,0,0,0,0,0,0,1
GO970_RS06225,0,0,0,0,0,0,0,1
GO948_RS12375,0,0,0,0,0,0,0,1
TOC7_RS06225,0,0,0,0,0,0,0,1
GO985_RS05845,0,0,0,0,0,0,0,1
THIX_RS20560,0,0,0,0,0,0,0,1
THI_RS04850,0,0,0,0,0,0,0,1
TINT_RS04135,0,0,0,0,0,0,0,1
BVH73_RS03875,0,0,0,0,0,0,0,1
GO970_RS04785,0,0,0,0,0,0,0,1
GO948_RS13820,0,0,0,0,0,0,0,1
TOC7_RS04760,0,0,0,0,0,0,0,1
GO985_RS07275,0,0,0,0,0,0,0,1
THIX_RS20180,0,0,0,0,0,0,0,1
THI_RS08175,0,0,0,0,0,0,0,1
TINT_RS08095,0,0,0,0,0,0,0,1
BVH73_RS15050,0,0,0,0,0,0,0,1
GO970_RS00945,0,0,0,0,0,0,0,1
GO948_RS17645,0,0,0,0,0,0,0,1
TOC7_RS00935,0,0,0,0,0,0,0,1
GO985_RS11105,0,0,0,0,0,0,0,1
THIX_RS09865,0,0,0,0,0,0,0,1
THI_RS15600,0,0,0,0,0,0,0,1
TINT_RS14160,0,0,0,0,0,0,0,1
BVH73_RS06710,0,0,0,0,0,0,0,1
GO970_RS07270,0,0,0,0,0,0,0,1
GO948_RS11330,0,0,0,0,0,0,0,1
TOC7_RS07285,0,0,0,0,0,0,0,1
GO985_RS04795,0,0,0,0,0,0,0,1
THIX_RS01895,0,0,0,0,0,0,0,1
THI_RS06295,0,0,0,0,0,0,0,1
TINT_RS12215,0,0,0,0,0,0,0,1
BVH73_RS02635,0,0,0,0,0,0,0,1
GO970_RS12790,0,0,0,0,0,0,0,1
GO948_RS05855,0,0,0,0,0,0,0,1
TOC7_RS12850,0,0,0,0,0,0,0,1
GO985_RS17895,0,0,0,0,0,0,0,1
THIX_RS04380,0,0,0,0,0,0,0,1
THI_RS07075,0,0,0,0,0,0,0,1
TINT_RS06165,0,0,0,0,0,0,0,1
BVH73_RS00320,0,0,0,0,0,0,0,1
GO970_RS01905,0,0,0,0,0,0,0,1
GO948_RS16685,0,0,0,0,0,0,0,1
TOC7_RS01895,0,0,0,0,0,0,0,1
GO985_RS10145,0,0,0,0,0,0,0,1
THIX_RS00850,0,0,0,0,0,0,0,1
THI_RS07205,0,0,0,0,0,0,0,1
TINT_RS06305,0,0,0,0,0,0,0,1
BVH73_RS14330,0,0,0,0,0,0,0,1
GO970_RS01765,0,0,0,0,0,0,0,1
GO948_RS16825,0,0,0,0,0,0,0,1
TOC7_RS01755,0,0,0,0,0,0,0,1
GO985_RS10285,0,0,0,0,0,0,0,1
THIX_RS07395,0,0,0,0,0,0,0,1
THI_RS14725,0,0,0,0,0,0,0,1
TINT_RS13335,0,0,0,0,0,0,0,1
BVH73_RS02555,0,0,0,0,0,0,0,1
GO970_RS06455,0,0,0,0,0,0,0,1
GO948_RS12145,0,0,0,0,0,0,0,1
TOC7_RS06455,0,0,0,0,0,0,0,1
GO985_RS05615,0,0,0,0,0,0,0,1
THIX_RS18185,0,0,0,0,0,0,0,1
THI_RS00015,0,0,0,0,0,0,0,1
TINT_RS00025,0,0,0,0,0,0,0,1
BVH73_RS08270,0,0,0,0,0,0,0,1
GO970_RS09330,0,0,0,0,0,0,0,1
GO948_RS09285,0,0,0,0,0,0,0,1
TOC7_RS09345,0,0,0,0,0,0,0,1
GO985_RS02730,0,0,0,0,0,0,0,1
THIX_RS01990,0,0,0,0,0,0,0,1
THI_RS00805,0,0,0,0,0,0,0,1
TINT_RS00780,0,0,0,0,0,0,0,1
BVH73_RS09380,0,0,0,0,0,0,0,1
GO970_RS10165,0,0,0,0,0,0,0,1
GO948_RS08475,0,0,0,0,0,0,0,1
TOC7_RS10190,0,0,0,0,0,0,0,1
GO985_RS01900,0,0,0,0,0,0,0,1
THIX_RS17890,0,0,0,0,0,0,0,1
THI_RS06895,0,0,0,0,0,0,0,1
TINT_RS05940,0,0,0,0,0,0,0,1
BVH73_RS00555,0,0,0,0,0,0,0,1
GO970_RS02130,0,0,0,0,0,0,0,1
GO948_RS16460,0,0,0,0,0,0,0,1
TOC7_RS02120,0,0,0,0,0,0,0,1
GO985_RS09920,0,0,0,0,0,0,0,1
THIX_RS00735,0,0,0,0,0,0,0,1
THI_RS12045,0,0,0,0,0,0,0,1
TINT_RS11290,0,0,0,0,0,0,0,1
BVH73_RS12030,0,0,0,0,0,0,0,1
GO970_RS15315,0,0,0,0,0,0,0,1
GO948_RS03360,0,0,0,0,0,0,0,1
TOC7_RS15415,0,0,0,0,0,0,0,1
GO985_RS15380,0,0,0,0,0,0,0,1
THIX_RS09985,0,0,0,0,0,0,0,1
THI_RS12320,0,0,0,0,0,0,0,1
TINT_RS11565,0,0,0,0,0,0,0,1
BVH73_RS11755,0,0,0,0,0,0,0,1
GO970_RS15035,0,0,0,0,0,0,0,1
GO948_RS03640,0,0,0,0,0,0,0,1
TOC7_RS15135,0,0,0,0,0,0,0,1
GO985_RS15660,0,0,0,0,0,0,0,1
THIX_RS06335,0,0,0,0,0,0,0,1
THI_RS14655,0,0,0,0,0,0,0,1
TINT_RS13270,0,0,0,0,0,0,0,1
BVH73_RS02620,0,0,0,0,0,0,0,1
GO970_RS06390,0,0,0,0,0,0,0,1
GO948_RS12210,0,0,0,0,0,0,0,1
TOC7_RS06390,0,0,0,0,0,0,0,1
GO985_RS05680,0,0,0,0,0,0,0,1
THIX_RS08960,0,0,0,0,0,0,0,1
THI_RS01425,0,0,0,0,0,0,0,1
TINT_RS01365,0,0,0,0,0,0,0,1
BVH73_RS06020,0,0,0,0,0,0,0,1
GO970_RS10880,0,0,0,0,0,0,0,1
GO948_RS07755,0,0,0,0,0,0,0,1
TOC7_RS10910,0,0,0,0,0,0,0,1
GO985_RS01180,0,0,0,0,0,0,0,1
THIX_RS17870,0,0,0,0,0,0,0,1
THI_RS06680,0,0,0,0,0,0,0,1
TINT_RS05735,0,0,0,0,0,0,0,1
BVH73_RS00780,0,0,0,0,0,0,0,1
GO970_RS02335,0,0,0,0,0,0,0,1
GO948_RS16255,0,0,0,0,0,0,0,1
TOC7_RS02325,0,0,0,0,0,0,0,1
GO985_RS09715,0,0,0,0,0,0,0,1
THIX_RS11435,0,0,0,0,0,0,0,1
THI_RS15700,0,0,0,0,0,0,0,1
TINT_RS14255,0,0,0,0,0,0,0,1
BVH73_RS06795,0,0,0,0,0,0,0,1
GO970_RS07365,0,0,0,0,0,0,0,1
GO948_RS11235,0,0,0,0,0,0,0,1
TOC7_RS07380,0,0,0,0,0,0,0,1
GO985_RS04700,0,0,0,0,0,0,0,1
THIX_RS05535,0,0,0,0,0,0,0,1
THI_RS06740,0,0,0,0,0,0,0,1
TINT_RS05795,0,0,0,0,0,0,0,1
BVH73_RS00710,0,0,0,0,0,0,0,1
GO970_RS02280,0,0,0,0,0,0,0,1
GO948_RS16310,0,0,0,0,0,0,0,1
TOC7_RS02270,0,0,0,0,0,0,0,1
GO985_RS09770,0,0,0,0,0,0,0,1
THIX_RS00955,0,0,0,0,0,0,0,1
